nom_fichier,themes
CRSANR5L17S2025O1N010.xml,"['Remplacement des députés nommés membres du Gouvernement', 'Questions au Gouvernement', 'Effectifs de police à Marseille', 'Dotation aux collectivités à la suite des inondations', 'Adaptation du modèle de sécurité civile face aux intempéries', 'Violences envers les élus', 'Inondations', 'Crèches', 'Situation au Proche-Orient', 'Précarité étudiante', 'Situation au Liban', 'Situation en Guyane', 'Entreprises israéliennes au salon Euronaval', 'Inondations et planification écologique', 'Inondations dans la vallée du Gier', 'Usine de Solvay', 'Inondations', 'Souveraineté industrielle, alimentaire et sanitaire', 'Accompagnants d’élèves en situation de handicap', '', 'Nomination d’un vice-président de l’Assemblée nationale', '', 'Projet de loi de finances pour 2025', 'Discussion générale', '', 'Article liminaire', 'Nomination d’un vice-président de l’Assemblée nationale (suite)', 'Projet de loi de finances pour 2025', 'Avant la première partie', 'Article liminaire', '', 'Article\xa01', 'Nomination d’un vice-président de l’Assemblée nationale', 'Projet de loi de finances pour 2025', 'Première partie', 'Article\xa01er', 'Après l’article\xa01', 'Article\xa02', 'Nomination d’un vice-président de l’Assemblée nationale', 'Projet de loi de finances pour 2025', 'Première partie', 'Article\xa02', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N011.xml,"['Projet de loi de finances pour 2025', 'Première partie', 'Article\xa03', '', 'Article\xa03', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N012.xml,"['Questions au Gouvernement', 'Projet de loi de finances', 'Précarité de la jeunesse', 'Guerre en Ukraine', 'Accompagnement des enfants en situation de handicap', 'Gens du voyage', 'Sanofi', 'Projet de loi de finances', 'Ingérences étrangères', 'Crise agricole', 'État de l’industrie française', 'Mesures de rétorsion chinoises sur le cognac', '', 'Projet de loi de finances pour 2025', 'Première partie', 'Après l’article\xa03', '', 'Après l’article 3', '', '', 'Après l’article\xa03', '', '', 'Après l’article\xa03', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N013.xml,"['Projet de loi de finances pour 2025', 'Première partie', 'Après l’article\xa03', '', 'Après l’article\xa03', '', 'Après l’article\xa03', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N014.xml,"['Débat sur les finances locales', '', 'Projet de loi de finances pour 2025', 'Première partie', 'Après l’article\xa03', '', 'Après l’article\xa03', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N015.xml,"['Projet de loi de finances pour 2025', 'Première partie', 'Après l’article\xa03', '', 'Après l’article\xa03', '', 'Après l’article\xa03', '', 'Après l’article\xa03', '', 'Après l’article\xa03', '', '', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N016.xml,"['Projet de loi de finances pour 2025', 'Première partie', '', 'Après l’article\xa03', '', '', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N017.xml,"['Projet de loi de finances pour 2025', '', '', 'Après l’article 3 (suite)', '', '', 'Après l’article\xa03', '', 'Après l’article\xa03', '', '', 'Après l’article 3', 'Article\xa04', 'Article\xa05', 'Article\xa06', 'Article\xa07', '', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N018.xml,"['Projet de loi de finances pour 2025', 'Première partie', 'Article\xa040 et débat sur le prélèvement européen', '', 'Article\xa040', '', '', 'Article\xa040', 'Article\xa07', '', 'Article\xa07', 'Après l’article\xa07', '', 'Article\xa011', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N019.xml,"['Projet de loi de finances pour 2025', 'Première partie', 'Article\xa011', '', '', 'Article\xa011', '', '', 'Article\xa011', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N020.xml,"['Projet de loi de finances pour 2025', 'Première partie', 'Article\xa012', '', 'Article\xa012', 'Article\xa015', '', '', 'Article\xa026 (appelé par priorité)', 'Article\xa08', '', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N021.xml,"['Projet de loi de finances pour 2025', 'Première partie', 'Article\xa09', 'Après l’article\xa09', 'Article\xa010', 'Après l’article\xa010', '', '', 'Après l’article\xa010', '', 'Après l’article\xa010', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N022.xml,"['Projet de loi de finances pour 2025', 'Première partie', 'Après l’article\xa012', '', 'Après l’article\xa012', 'Article\xa013', 'Après l’article\xa013', '', '', 'Après l’article\xa013', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N023.xml,"['Remplacement des députés nommés membres du Gouvernement', 'Projet de loi de financement de la sécurité sociale pour 2025', 'Présentation', 'Motion de rejet préalable', 'Discussion générale', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N024.xml,"['Projet de loi de financement de la sécurité sociale pour 2025', '', 'Article liminaire', '', 'Article\xa01', '', 'Article\xa01', '', 'Article\xa01', '', 'Article\xa01', 'Article\xa02', '', 'Article\xa03', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N025.xml,"['Questions au Gouvernement', 'Mesures relatives à la fonction publique', 'Plan national d’adaptation au changement climatique', 'Mesures relatives à la fonction publique', 'Situation dans les outre-mer', 'Accord commercial avec le Mercosur', 'Politique migratoire', 'Mesures relatives à la fonction publique', 'Politique de santé et alimentation', 'Mesures relatives à la fonction publique', 'Mesures relatives à la fonction publique', 'Déserts médicaux', 'Financement des stations de radio associatives', 'Présence de mercure dans les conserves de thon', 'Situation du Dunkerquois', 'Situation dans les outre-mer', 'Politique d’intégration', 'Installation de la Maison des mondes africains', '', 'Projet de loi de financement de la sécurité sociale pour 2025', '', 'Après l’article\xa03', '', 'Après l’article\xa03', '', 'Après l’article\xa03', '', 'Article\xa04', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N026.xml,"['Projet de loi de financement de la sécurité sociale pour 2025', '', 'Article\xa04', 'Après l’article\xa04', 'Article\xa05', '', '', 'Après l’article\xa05', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N027.xml,"['Questions au Gouvernement', 'Espèces menacées et biodiversité', 'PLFSS et politique de l’emploi', 'Retraite des sapeurs-pompiers volontaires', 'Négociation de l’accord avec le Mercosur', 'Situation en Guyane', 'Plan Marseille en grand', 'Rénovation des logements dans le bassin minier', 'Accord avec le Mercosur', 'Situation au Proche-Orient', 'Relance des trains de nuit', 'Discussions budgétaires', '', 'Projet de loi de financement de la sécurité sociale pour 2025', '', 'Après l’article\xa05', 'Article\xa06', '', 'Après l’article\xa06', '', 'Article\xa07', 'Après l’article\xa07', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N028.xml,"['Rappel au règlement', 'Projet de loi de financement de la sécurité sociale pour 2025', '', 'Après l’article\xa07', '', 'Après l’article\xa07', '', '', 'Après l’article\xa07', 'Article\xa08', 'Après l’article\xa08', 'Article\xa09', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N029.xml,"['Restaurer un système de retraite plus juste', 'Présentation', 'Discussion générale', '', 'Reprise de la discussion', 'Discussion des articles', 'Après l’article\xa01', 'Après l’article\xa02', 'Article\xa02', '', 'Article\xa02', 'Article\xa02', 'Article\xa02', 'Article\xa02', 'Article\xa02', 'Article\xa02', '', 'Article\xa02', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N030.xml,"['Restaurer un système de retraite plus juste', 'Article\xa02', 'Après l’article\xa02', '', 'Après l’article\xa02', 'Article\xa03', 'Explications de vote', 'Vote sur l’ensemble', '', 'Expulsion des étrangers constituant une menace grave pour l’ordre public', '', 'Discussion générale', '', 'Reprise de la discussion', 'Discussion des articles', 'Article\xa01', '', 'Article\xa01', 'Après l’article\xa01', '', 'Réduire les contraintes énergétiques pesant sur l’offre locative et juguler leurs effets sur la crise du logement', '', 'Présentation', 'Discussion générale', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N031.xml,"['Réduire les contraintes énergétiques pesant sur l’offre locative et juguler leurs effets sur la crise du logement', 'Discussion générale', 'Discussion des articles', 'Article unique', '', 'Article unique', '', 'Après l’article\xa0unique', '', 'Instauration de peines planchers pour certains crimes et délits', 'Présentation', 'Discussion générale', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N032.xml,"['Projet de loi de financement de la sécurité sociale pour 2025', '', 'Article\xa09', '', 'Après l’article\xa09', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N033.xml,"['Projet de loi de financement de la sécurité sociale pour 2025', '', 'Après l’article\xa09', 'Article\xa010', 'Article\xa011', 'Après l’article\xa011', 'Article\xa012', 'Article\xa013', '', 'Article\xa014 et annexe', 'Seconde délibération', 'Après l’article\xa09', 'Explications de vote', 'Vote sur l’ensemble de la deuxième partie', '', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N034.xml,"['Projet de loi de financement de la sécurité sociale pour 2025', '', 'Article\xa015', 'Après l’article\xa015', '', 'Après l’article\xa015', '', 'Article 16', 'Après l’article 16', 'Article\xa017', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N035.xml,"['Hommage aux victimes des inondations en Espagne', 'Questions au Gouvernement', 'Fusillade en Ardèche', 'Politique industrielle', 'Politique judiciaire', 'Avenir de l’industrie automobile', 'Relations entre l’État et les collectivités locales', 'Inondations dans la région de Valence', 'Propos du ministre délégué chargé de la sécurité du quotidien', 'Lutte contre le narcotrafic', 'Crise sociale en Martinique', 'Plan social chez Michelin', 'Enseignements à tirer des inondations en Espagne', 'Situation en Nouvelle-Calédonie', 'Contrat dépendance équitable', 'Voyage d’un ministre israélien en France', 'Groupe Atos', 'Plans sociaux chez Michelin et Auchan', 'Fiscalité des paris hippiques', 'Santé mentale des jeunes', '', 'Projet de loi de financement de la sécurité sociale pour 2025', '', '', 'Après l’article\xa017', '', 'Après l’article\xa017', '', 'Article\xa018', '', 'Article\xa018', 'Après l’article\xa018', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N036.xml,"['Projet de loi de financement de la sécurité sociale pour 2025', 'Troisième partie', 'Après l’article\xa018', '', 'Après\xa0l’article\xa018', '', '', '', 'Après l’article\xa018', '', 'Après l’article\xa018', '', '', 'Après l’article\xa018', '', 'Après l’article\xa018', '', 'Application de l’article\xa047-1 de la Constitution', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N037.xml,"['Questions au Gouvernement', 'Indemnisation des incorporés de force en Alsace', 'Politique de l’emploi', 'Régulation des réseaux sociaux', 'Suppression de 4\xa0000\xa0postes d’enseignants', 'Souveraineté alimentaire', 'Fermeture de bureaux de poste', 'Inquiétudes des entreprises', 'Situation assurantielle dans les outre-mer', 'Lutte contre le narcotrafic', 'Prévention des inondations', 'Lutte contre le narcotrafic', '', 'Report du renouvellement général des membres du Congrès et des assemblées de province de la Nouvelle-Calédonie', 'Discussion générale', 'Discussion des articles', 'Article\xa01', '', 'Article\xa01', 'Article\xa02', 'Article\xa03', 'Explications de vote', 'Vote sur l’ensemble', '', 'Projet de loi de finances pour 2025', 'Première partie', '', 'Première partie', 'Après l’article\xa013', '', 'Après l’article\xa013', '', 'Après l’article\xa013', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N038.xml,"['Projet de loi de finances pour 2025', 'Première partie', 'Après l’article\xa013', '', 'Après l’article\xa013', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N039.xml,"['Remédier aux déséquilibres du marché locatif', 'Discussion générale', 'Discussion générale', 'Texte de la commission mixte paritaire', 'Vote sur l’ensemble', 'Projet de loi de finances pour 2025', 'Première partie', 'Après l’article\xa013', '', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N040.xml,"['Projet de loi de finances pour 2025', 'Première partie', 'Après l’article\xa013', 'Article\xa014', 'Après l’article\xa014', 'Article\xa016', 'Après l’article\xa016', '', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N041.xml,"['', 'Projet de loi de finances pour 2025', 'Première partie', 'Après l’article\xa016', '', 'Après l’article\xa016', '', 'Après l’article\xa016', '', 'Après l’article\xa016', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N042.xml,"['Projet de loi de finances pour 2025', 'Première partie', 'Article\xa017', 'Article\xa018', '', 'Après l’article\xa018', 'Article\xa019', '', 'Après l’article\xa019', 'Article\xa020', 'Article\xa021', 'Article\xa022', 'Article\xa023', 'Article\xa024', 'Après l’article 24', 'Article\xa025', 'Après l’article\xa025', '', 'Après l’article\xa026', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N043.xml,"['Projet de loi de finances pour 2025', 'Première partie', 'Après l’article\xa026', '', 'Article\xa027', 'Après l’article\xa027', 'Article\xa028', 'Après l’article\xa028', 'Article\xa029', 'Après l’article\xa029', 'Article\xa030', 'Après l’article\xa030', 'Article\xa031', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N044.xml,"['Projet de loi de finances pour 2025', 'Première partie', 'Article\xa032', 'Après l’article\xa032', 'Article\xa033', '', 'Après l’article\xa033', 'Article\xa034', 'Article\xa035', 'Article\xa036', 'Article\xa037', 'Article\xa038', 'Après l’article\xa038', 'Article\xa039', '', 'Article\xa041 et état\xa0A', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N045.xml,"['Questions au Gouvernement', 'Fermetures d’usines', 'Soutien à la France qui travaille', 'Suppression d’emplois et aides aux entreprises', 'Lutte contre l’antisémitisme', 'Changement climatique', 'Budget des outre-mer', 'Difficultés à l’exportation de la filière des spiritueux', 'Difficultés du monde agricole face au Mercosur', 'Conflit au Proche-Orient', 'PLF pour 2025', 'Location à une association d’un site de la CCAS dans la Creuse', 'Polluants éternels', 'Diabète en outre-mer', 'Lutte contre l’antisémitisme', 'Revalorisation des retraites', 'COP29 et plan d’adaptation au changement climatique', 'Fermeture du site Michelin à Cholet', '', 'Projet de loi de finances pour 2025', 'Première partie', 'Explications de vote', 'Vote sur l’ensemble de la première partie du projet de loi de finances pour 2025', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N046.xml,"['Questions au Gouvernement', 'Exportation de munitions vers l’Iran', 'Finances des collectivités territoriales', 'Fret ferroviaire', 'Liberté d’expression', 'Immigration illégale en outre-mer', 'Choc des savoirs', 'Accord avec le Mercosur', 'Choc des savoirs', 'Statut du loup', 'Quotas de pêche', 'Attractivité du métier d’enseignant', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N047.xml,"['Questions au gouvernement', 'Congrès des maires', 'Crise agricole', 'Relations avec les collectivités territoriales', 'Hausse du ticket modérateur', 'Coût du travail et déficit public', 'Hausse du ticket modérateur', 'Accord avec le Mercosur', 'Conflit au Proche-Orient', 'Crise agricole', 'Politique budgétaire et fiscale', 'Drame de Crépol', 'Relations avec les collectivités territoriales', 'Politique de santé', 'Difficultés du secteur de la petite enfance', 'Situation de l’hôpital public', 'Difficultés des producteurs d’endives et de chicorée', 'Accord avec le Mercosur', '', 'Projet de loi de finances de fin de gestion pour 2024', 'Présentation', 'Motion de rejet préalable', 'Discussion générale', '', 'Article liminaire', '', 'Article\xa01', 'Article\xa02', '', 'Après l’article\xa02', 'Article\xa03 et état A', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N048.xml,"['Projet de loi de finances de fin de gestion pour 2024', '', 'Article\xa03 et état\xa0A', 'Vote sur l’ensemble de la première partie du projet de loi de finances de fin de gestion pour 2024', '', 'Réforme du financement de l’audiovisuel public', 'Présentation', 'Motion de rejet préalable', 'Discussion générale', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N049.xml,"['Questions au gouvernement', 'Crise agricole', 'Vie chère en outre-mer', 'Filières nucléaire et éolienne', 'Augmentation des droits de mutation', 'Insertion professionnelle des personnes en situation de handicap', 'Situation des enfants sans domicile', 'Difficultés de la filière noix', 'Votes intervenus lors des débats budgétaires', 'Budget des collectivités territoriales', 'Refondation de la politique de protection de l’enfance', 'Baisse du financement des missions locales', '', 'Réforme du financement de l’audiovisuel public', '', 'Discussion des articles', 'Article\xa01', 'Après l’article\xa01', '', 'Après l’article\xa01', '', 'Après l’article\xa01', 'Explications de vote', 'Vote sur l’ensemble', '', 'Sécurisation du mécanisme de purge des nullités', 'Présentation', 'Discussion générale', 'Discussion des articles', 'Article\xa01', 'Article\xa02', 'Vote sur l’ensemble', '', 'Prolongation de la dérogation d’usage des titres-restaurant pour tout produit alimentaire', 'Présentation', 'Discussion générale', 'Discussion des articles', 'Article\xa01', 'Article\xa02', 'Titre', 'Vote sur l’ensemble', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N050.xml,"['Questions orales sans débat', 'Pôle de santé de Wiwersheim', 'Hôpital de Saint-Nazaire', 'Hôpital de Carhaix', 'Établissements de santé dans la Loire', 'Registre national des cancers', 'CHU de Caen', 'Difficultés des résidences services senior', 'Abattoir de Blancafort', 'Situation des exploitations céréalières dans les zones intermédiaires', 'Liaison ferroviaire Saint-Étienne-Lyon', 'Transports en commun dans le Val-d’Oise', 'Route nationale\xa057', 'Ligne ferroviaire Paris-Normandie', 'Groupe Valeo', 'MaPrimeRénov’', 'Groupe Auchan', 'Gendarmerie de Monthureux-sur-Saône', 'Commissariat de Vendôme', 'Gendarmerie', 'Renouvellement des titres de séjour', 'Trafic d’armes à feu en Martinique et en Guadeloupe', 'Antisémitisme dans l’enseignement supérieur', '', 'Rénovation des espaces publics dans le Nord-Pas-de-Calais', 'Logement', 'École de musique du Conflent', 'Artificialisation des sols dans la plaine du Var', 'Dotation de soutien à l’investissement local', 'Entretien des ponts dans l’Oise', 'Situation des Kurdes en Turquie', 'Instituts régionaux d’administration', 'Création de l’Autorité de sûreté nucléaire et de radioprotection', 'Conversion de la centrale de Saint-Avold.', 'Stockage de déchets dangereux à Hersin-Coupigny', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N051.xml,"['Questions au gouvernement', 'Apologie du terrorisme', 'Exécution des mandats de la Cour pénale internationale', 'Apologie du terrorisme', 'Journée de solidarité supplémentaire', 'Lutte contre les violences sexistes et sexuelles', 'Situation en Ukraine', 'Naufrages dans la Manche', 'Journée de solidarité supplémentaire', 'Lutte contre les violences sexistes et sexuelles', 'Lutte contre les violences sexistes et sexuelles', 'Conflit au Proche-Orient', 'Arrestation de Boualem Sansal', 'Fonds de soutien aux activités périscolaires', 'Fraude fiscale à la résidence principale', 'Arrestation de Boualem Sansal', 'Crise agricole', 'Budget de la culture', 'Lutte contre les violences sexistes et sexuelles', '', 'Déclaration du gouvernement sur l’accord d’association entre l’Union européenne et le Mercosur', 'Vote en application de l’article\xa050-1 de la Constitution', '', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N052.xml,"['Prise en charge de la dépendance', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N053.xml,"['Questions au gouvernement', 'Papeterie de la Chapelle Darblay', 'Agression d’un lycéen dans l’Ain', 'Grève de la faim d’un sapeur-pompier', 'Avenir de la Fonderie de Bretagne', 'Moratoire sur les projets autoroutiers', 'Charte européenne des langues régionales', 'Irresponsabilité budgétaire', 'Agissements de Total au Mozambique', 'Situation dans les outre-mer', 'Fonctionnement de la Carsat', 'Quatrième plan national maladies rares', '', 'Évaluation de l’accès à l’enseignement supérieur', '', 'Évaluation de la lutte contre la contrefaçon', '', 'Évaluation de la prise en compte du retrait-gonflement des argiles', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N054.xml,"['Évaluation de la prise en compte du retrait-gonflement des argiles', 'Évaluation de l’adaptation des logements aux transitions démographique et environnementale', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N055.xml,"['Abrogation de la retraite à 64 ans', 'Présentation', 'Discussion générale', '', '', 'Discussion des articles', 'Avant l’article\xa01', '', 'Avant l’article\xa01', '', '', 'Avant l’article\xa01', '', '', 'Avant l’article\xa01', '', 'Avant l’article\xa01', '', '', 'Avant l’article\xa01', '', '', 'Avant l’article\xa01', '', 'Avant l’article\xa01', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N056.xml,"['Abrogation de la retraite à 64 ans', 'Discussion des articles', 'Avant l’article\xa01', '', '', 'Avant l’article 1', 'Article\xa01', '', 'Article\xa01', '', 'Article\xa01', '', 'Article\xa01', '', 'Article\xa01', '', 'Article\xa01', '', 'Article\xa01', '', '', 'Article\xa01', '', 'Article\xa01', '', 'Article\xa01', '', 'Article\xa01', '', 'Article\xa01', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N057.xml,"['Abrogation de la retraite à 64\xa0ans', 'Discussion des articles', 'Article\xa01', '', 'Article\xa01', '', 'Article\xa01', '', 'Article\xa01', '', '', '', 'Article\xa01', '', 'Article\xa01', '', 'Article\xa01', '', 'Article\xa01', '', 'Article\xa01', '', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N058.xml,"['Démission d’un député', 'Projet de loi de financement de la sécurité sociale pour 2025', '', 'Application de l’article\xa049, alinéa\xa03, de la Constitution', '', 'Améliorer le traitement des maladies affectant les cultures végétales à l’aide d’aéronefs télépilotés', 'Présentation', 'Discussion générale', 'Discussion des articles', 'Article\xa01', '', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N059.xml,"['Dépôt de motions de censure', 'Améliorer le traitement des maladies affectant les cultures végétales à l’aide d’aéronefs télépilotés', 'Discussion des articles', 'Article\xa01', '', 'Article\xa01', '', '', 'Article\xa01', '', '', 'Ordre du jour de la prochaine séance']"
CRSANR5L17S2025O1N060.xml,"['Questions orales sans débat', 'Troisième cycle des études pharmaceutiques', 'Protoxyde d’azote', 'Handicap en milieu rural', 'Service public de la petite enfance', 'Agriculteurs français', 'Prédation du loup', 'Absence de définition juridique française de la fleur de sel', 'Simplification de l’installation des jeunes viticulteurs', 'Fermeture de l’abattoir AIM', 'Groupe Forvia', 'Fonderie de Bretagne', 'Remboursement des prêts garantis par l’État', 'Plasturgie française', 'Groupe Euroapi', 'Sécurité civile', 'Pacte SAT 3', 'Assurance des collectivités territoriales', 'Zone à faibles émissions du Grand Lyon', 'Aéroport d’Orly', 'Liaisons autoroutières A133 et A134', 'Aéroport de Pau', 'Secrétaires de mairie', 'Amendes forfaitaires et contraventions', 'Fichier de traitement d’antécédents judiciaires', 'Loi SRU', 'Pannes d’ascenseur', 'Accès à l’instruction', 'Écoles rurales', 'Accès aux activités scolaires', 'Développement de la pratique sportive chez les jeunes', 'Formation des professeurs de langue régionale', 'Éoliennes dans l’Aisne', 'Curage des fossés', 'Ordre du jour de la prochaine séance']"
